,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,Profile
17652,Wayne Woodward,19497724,88,0,38,0,7,5,4,4,0,48,50,76,0
17653,Carol Kennedy,34103252,48,30,26,3,1,1,6,4,4,73,71,97,3
17654,James Calaf,61834817,88,31,19,4,4,6,1,6,2,65,25,51,0
17655,William Lamb,65999856,19,36,30,4,5,6,4,5,2,77,66,66,4
17656,Betty Carte,85812243,28,29,58,3,1,4,5,1,4,39,66,62,4
17657,James Maestas,98505144,63,76,30,4,3,3,4,8,0,76,82,85,1
17658,Jerome Kramer,77304849,47,46,11,4,6,1,3,4,6,77,68,47,0
17659,James Elliott,61957942,41,71,48,6,5,2,5,5,4,65,85,79,2
17660,Catharine Chandler,3974421,20,72,31,4,3,3,10,2,2,60,57,63,3
17661,Mark Zinzow,94327018,10,60,10,4,2,5,2,4,3,60,46,69,5
17662,Shawn Bannister,91090257,45,47,26,2,7,2,5,6,4,55,80,77,2
17663,Justin Colbert,32264598,31,47,43,5,2,3,5,5,2,55,64,69,1
17664,James Potter,19881233,45,38,31,3,7,3,1,4,3,29,80,33,2
17665,Lu Kintopp,21944295,0,47,22,6,5,6,5,2,4,65,79,,3
17666,Faith Henry,5114155,40,40,33,0,4,5,4,8,2,58,92,90,4
17667,Max Lambert,87887317,87,45,37,6,3,4,6,5,3,54,67,80,5
17668,Joe Matin,6651897,37,77,68,3,6,4,5,4,1,78,42,56,2
17669,Ola Mclean,17117134,29,32,38,2,4,6,2,4,3,60,75,84,4
17670,Teri Sweeney,85422307,54,11,17,1,4,3,4,4,2,70,55,61,0
17671,Jeffrey Green,5024287,29,78,69,5,3,4,6,3,5,73,62,72,3
17672,Elizabeth Barros,1737831,31,20,19,5,2,5,4,1,6,100,92,79,3
17673,Clifford Hill,84558521,46,52,65,2,3,9,4,4,0,43,88,62,4
17674,Samuel Simmons,45881854,30,36,59,3,3,8,2,4,3,73,99,85,4
17675,John Violet,68156543,70,14,4,8,5,4,3,4,6,82,67,81,3
17676,Dorothy Riggs,73066609,52,80,0,7,0,5,2,6,4,75,38,85,5
17677,Beatrice Waters,65909182,34,65,34,2,5,0,1,6,3,77,60,37,0
17678,John Thompson,55961647,12,23,0,6,5,4,6,1,4,76,79,80,3
17679,Gerald Smith,73316727,67,0,7,6,5,4,6,3,5,74,73,72,0
17680,James Simmons,27307471,60,67,59,5,5,7,3,2,2,64,75,68,4
17681,Anthony Wilson,7970199,19,10,22,0,2,6,1,3,4,51,51,80,4
17682,June Aldridge,64462242,35,67,32,4,4,4,4,2,3,68,79,54,3
17683,William Adams,60673927,69,38,28,6,9,3,3,2,3,55,83,54,2
17684,Earle Moore,11543534,54,41,94,3,3,3,6,3,3,55,80,61,4
17685,Angelica Balderama,87789927,15,59,49,2,6,2,4,5,3,68,79,71,2
17686,Timothy Mccright,44450387,0,58,81,1,3,0,2,6,2,56,58,73,2
17687,John Wigginton,95128026,41,31,14,0,2,4,8,5,2,42,70,72,4
17688,Ana Clinton,69337342,45,41,25,4,2,5,2,6,5,54,63,76,5
17689,Joseph Takahashi,65375925,9,57,54,1,3,1,4,7,4,55,75,86,2
17690,Donna Davis,60883620,42,54,50,5,4,5,0,0,2,76,46,94,5
17691,Larry Troy,86692191,34,73,37,5,4,3,1,3,7,67,90,85,1
17692,Wayne Pollock,17205847,34,16,29,4,5,3,4,6,3,79,73,72,0
17693,Charles Matthews,27595601,77,26,15,5,4,3,4,4,6,68,75,68,3
17694,Kerry Smith,20385614,52,47,1,8,8,3,4,3,0,43,53,74,3
17695,Melvin Hubble,25370477,17,41,18,7,4,5,5,2,5,80,72,67,3
17696,Larry Mcwaters,41706769,43,71,52,0,7,0,8,10,2,53,48,45,5
17697,Vera Ware,54663603,57,35,35,6,3,6,1,3,3,49,66,79,5
17698,James Lopez,85483394,66,72,34,7,3,7,4,6,3,55,42,61,5
17699,Peter Rodriguez,33548056,0,86,94,4,1,3,3,7,3,86,57,68,2
17700,Travis Fuhr,75015755,0,32,12,1,5,6,3,0,8,80,75,56,1
17701,Donald Contreras,85311852,32,31,76,1,1,5,5,4,3,67,76,57,4
17702,Ruth Groseclose,11231981,56,34,42,7,3,5,2,3,1,73,74,82,5
17703,Verna Johnson,50654421,66,60,4,8,3,5,5,7,2,60,62,72,5
17704,Douglas Honaker,78068907,20,53,39,4,5,5,1,5,4,33,75,29,2
17705,David Murphy,28933073,70,16,60,0,1,3,1,6,1,23,39,41,2
17706,Eleanore Bigham,16292320,57,54,11,7,2,7,3,6,3,59,55,70,5
17707,Brad Wade,45512493,38,68,44,5,6,3,1,3,3,47,72,37,2
17708,Jeffrey Herman,55081577,35,76,72,2,3,5,4,6,5,64,31,71,5
17709,Kathleen Barclay,21572912,14,48,10,2,3,4,3,4,5,74,79,76,1
17710,Chantel Garcia,42709302,52,37,59,2,3,6,9,3,0,35,78,56,4
17711,Elizabeth Smith,78001659,75,74,28,2,1,4,7,3,5,58,61,55,3
17712,Joanna Higgins,50580729,0,35,48,1,8,4,2,3,3,99,84,70,1
17713,April Seibel,22313815,47,54,55,5,6,1,3,4,2,51,82,63,2
17714,Mike Mccandless,33481700,16,42,41,3,5,5,0,5,3,39,80,28,2
17715,Alma Walker,83090027,25,36,41,1,5,6,6,6,4,76,67,68,2
17716,Danielle Pearson,88612000,54,41,0,6,5,4,1,6,3,82,70,56,0
17717,Vilma Casey,89794476,2,53,11,2,6,2,0,5,3,94,72,70,1
17718,Jennifer Morgan,69460330,84,8,27,5,8,8,2,6,4,62,38,73,0
17719,Kendra Robles,95453381,79,28,35,4,2,7,2,7,4,51,54,52,5
17720,Christopher Cleveland,75221256,42,39,16,7,4,6,3,6,5,64,65,63,3
17721,Walter Roberts,34273625,57,14,59,3,4,1,4,5,5,61,48,57,0
17722,Brian Nichols,94809367,18,67,41,7,6,7,3,3,6,71,61,64,3
17723,Deborah Fresh,93957616,17,28,49,7,3,4,0,0,7,67,83,88,4
17724,Elizabeth Jarrell,23712425,67,31,2,3,5,5,5,3,9,60,77,68,3
17725,Justin Holland,15777361,28,36,59,1,0,3,5,4,3,72,79,81,1
17726,Ruby Heppner,49092941,22,35,64,4,4,9,2,3,2,53,70,66,4
17727,Micheal Sanders,99222473,67,78,32,4,2,2,6,3,0,52,44,74,3
17728,Israel Green,56640581,49,48,37,2,1,4,3,2,7,65,74,69,1
17729,Shirley Mancia,58573631,82,90,27,6,0,1,9,6,0,43,77,87,1
17730,Geraldine Mclean,57053089,30,52,40,5,5,4,0,1,6,74,60,85,4
17731,Lloyd Charles,31612546,38,65,0,6,5,2,4,10,0,71,44,45,5
17732,Shara Hatch,3720247,34,47,32,3,4,4,4,5,3,86,76,79,1
17733,Milton Zehner,39338227,34,77,47,5,4,5,4,4,4,77,72,54,2
17734,Loretta Geigel,52022030,21,9,53,1,0,4,2,3,3,46,47,60,4
17735,Margaret Block,82319527,44,57,44,5,3,4,3,3,2,65,49,77,5
17736,Eleanor Terry,10769603,84,0,56,1,6,9,3,11,0,55,54,100,0
17737,Minnie Scott,50473367,51,35,0,8,0,9,0,4,6,48,65,87,5
17738,Ruben Corson,81714557,10,21,48,4,5,3,5,7,5,57,86,95,1
17739,Gary Capps,64678932,45,29,14,3,5,4,0,4,3,72,51,54,0
17740,Claudette Grimm,32271635,5,49,37,4,4,3,5,4,1,80,89,83,1
17741,Elizabeth Goodman,9668251,31,19,20,4,2,5,5,8,8,67,94,52,3
17742,Marci Armstrong,41777112,44,61,47,3,6,6,1,5,2,42,69,85,4
17743,Hugh Lopez,2666831,88,104,26,7,0,1,6,4,1,54,83,77,1
17744,Lamar Walser,65239648,25,30,0,7,2,7,0,3,3,53,74,79,5
17745,Wesley Lopez,56029703,39,86,53,6,5,4,4,3,3,71,76,52,2
17746,Marie Nystrom,83217647,60,46,52,2,6,2,4,8,3,47,53,52,5
17747,Katherine Bobbitt,5478317,43,55,14,5,7,4,3,5,5,83,70,54,0
17748,John Robinson,88665000,60,59,29,4,4,3,4,3,2,70,45,80,5
17749,Georgette Montgomery,77303627,76,25,22,5,5,5,1,1,0,59,64,59,0
17750,Teresa Bradley,68942811,40,40,34,2,1,1,3,8,0,80,47,65,1
17751,Misty Mccage,40857647,44,44,46,6,1,8,5,6,11,80,70,70,3
17752,Keith Carnes,66122071,37,48,58,2,5,8,0,2,2,43,64,66,4
17753,Lynette Fansler,65559161,40,31,38,3,,4,3,5,3,66,72,55,2
17754,Edwin Johnson,32100806,26,0,26,2,3,3,5,2,4,92,80,75,4
17755,Frank Joyner,95530409,35,59,51,7,4,6,5,5,7,70,58,67,3
17756,Gene Stanislawski,75122191,32,23,44,5,3,4,6,3,3,72,55,63,0
17757,Peter Parker,70494689,38,78,12,8,2,6,4,4,3,61,71,94,5
17758,Latoya Aguilar,60196379,26,58,30,4,2,0,2,4,6,85,54,39,0
17759,Margaret Smith,41867875,39,59,45,3,2,3,5,2,6,55,77,71,1
17760,Colleen Forrest,62659854,69,54,19,3,8,3,5,3,1,74,70,63,2
17761,David Clark,41208463,38,50,45,3,7,3,4,4,2,64,70,60,2
17762,Wayne Strange,63484167,31,24,0,0,5,2,4,7,2,68,52,80,4
17763,William Coleman,49036563,35,21,51,2,1,4,6,3,3,46,67,62,4
17764,Shawn Laigo,65573605,88,59,66,2,5,4,6,6,1,63,84,73,4
17765,Michelle Massey,32043460,39,59,31,5,4,6,5,4,6,46,81,76,1
17766,Mary Dorsey,5262831,3,24,22,1,7,3,0,7,3,86,53,70,1
17767,Jerri Krasner,66952776,29,64,1,6,3,8,1,5,3,58,83,85,5
17768,Bessie Rawlinson,88032772,18,58,20,3,5,3,9,0,5,59,70,66,3
17769,Eula Hanson,92320440,23,46,70,2,3,4,3,7,3,55,58,51,2
17770,Owen Mcduffy,150906,0,36,58,5,0,7,7,4,10,97,78,96,3
17771,Linda Council,92417129,23,61,0,2,2,3,0,9,0,70,40,53,1
17772,Crystal Mcmahon,80486753,28,49,52,2,7,6,5,5,1,68,51,36,2
17773,Ben Simon,52474287,15,9,16,2,2,6,0,2,4,68,58,85,4
17774,Patricia Hildreth,47471463,39,12,69,1,2,2,3,6,1,64,37,60,0
17775,Michael Balmer,90695383,24,42,51,7,4,10,0,0,2,59,94,88,4
17776,Scott Esposito,61153085,9,65,56,3,1,4,5,2,4,68,76,95,3
17777,Angel Gibson,52159131,7,31,33,6,4,4,9,4,7,63,78,80,3
17778,Carolyn Flinn,38115330,31,23,35,2,6,1,4,2,2,75,79,63,0
17779,Larry Kessler,46550071,31,38,50,3,5,3,3,6,4,72,65,67,1
17780,Adele Romero,31591565,68,58,82,3,5,6,2,3,1,57,84,69,4
17781,Larry Marley,51985787,73,68,63,3,3,5,4,8,6,57,61,83,5
17782,David Gillam,24327106,17,19,43,2,3,4,0,6,7,7,84,32,2
17783,June Santiago,59575109,24,39,16,2,4,2,3,6,3,81,64,71,0
17784,Bernadette Briley,67433442,47,15,22,1,2,3,3,5,2,78,54,62,0
17785,Robert Aguilar,34571236,51,36,0,3,3,3,2,4,5,86,52,53,0
17786,Christopher Echols,51885870,59,47,32,2,2,4,5,7,1,68,65,67,1
17787,Joseph Flint,36516818,67,24,39,3,7,3,5,5,4,61,50,57,0
17788,Michael Parker,16497745,27,43,25,4,6,0,5,0,1,68,78,97,3
17789,Leslie Greene,68134523,46,54,27,6,4,3,4,7,2,56,67,67,5
17790,Stella Hale,75141731,0,40,6,4,6,3,1,7,2,80,58,71,1
17791,John Alfaro,57909437,49,37,61,2,2,4,4,6,4,51,62,66,2
17792,Lettie Delgado,70027311,28,62,38,2,0,6,4,3,3,56,84,71,1
17793,Melinda Parker,85118049,4,75,45,3,4,7,6,7,6,67,73,58,2
17794,Louis Lassiter,22903665,45,68,43,5,2,4,6,3,4,70,100,84,1
17795,Zachary Mangone,33256958,43,72,8,3,3,4,6,9,4,48,51,48,5
17796,Danny Murphy,14033903,21,84,41,3,6,4,7,5,3,83,54,77,2
17797,William Waldron,9140198,0,6,55,1,4,5,4,4,5,69,73,71,1
17798,Jeffery Hansen,64143745,0,18,10,3,5,4,5,6,4,74,69,83,1
17799,Christy Williams,50622365,15,37,20,7,3,9,3,2,6,83,79,71,3
17800,Jonathan Lassalle,35841854,28,26,53,3,6,2,1,4,1,64,70,56,2
17801,Betty Alexander,67299628,27,43,49,2,5,4,2,7,4,72,84,73,1
17802,Gary Lindburg,66474552,71,17,28,2,7,1,2,4,2,33,87,56,2
17803,Mary Hunt,42868146,58,38,15,2,3,2,5,1,6,77,83,73,3
17804,David Tomaszewski,65586636,53,9,40,4,4,3,5,4,4,72,41,61,0
17805,Russell Flores,39925583,25,38,16,4,8,4,0,5,5,74,62,91,4
17806,Benito Morant,48032416,64,70,42,5,3,7,5,3,7,52,61,100,5
17807,Marie Witte,97653211,23,49,45,3,8,3,3,4,1,65,74,46,2
17808,Chad Michael,7996149,47,68,25,2,0,6,3,2,8,43,87,68,1
17809,Nadia Morris,15711621,47,12,34,0,5,2,3,5,2,65,73,69,0
17810,Sara Jackson,63954197,73,21,28,3,10,6,7,6,6,65,65,71,0
17811,Elizabeth Moore,6449726,38,70,55,4,6,0,4,5,4,76,60,43,0
17812,Christie Wegner,59555468,45,56,33,3,9,6,6,2,0,95,61,47,2
17813,Angelo Ciocca,88397235,18,54,46,1,7,5,5,4,3,72,67,51,2
17814,Larry Hill,26362474,3,5,31,3,2,5,3,1,5,54,83,81,4
17815,Herman Mccleskey,19179547,48,55,47,4,5,4,2,8,2,56,53,82,1
17816,Janet Randolph,11646634,0,0,59,1,1,7,0,2,4,69,87,84,4
17817,Susan Rodriguez,43874516,15,80,46,5,2,5,3,4,1,61,67,72,3
17818,Hugo Downs,21444474,40,55,14,5,1,6,1,3,5,60,49,77,5
17819,Lora Crockett,74242379,45,9,23,3,5,3,3,6,5,68,47,61,0
17820,Pat Walker,51618687,15,55,27,5,2,8,1,2,3,42,72,85,4
17821,Rosa Lopez,46012087,43,47,31,3,4,3,3,8,0,85,61,62,1
17822,Clifton Lozon,37234916,48,38,25,6,5,4,1,3,1,62,57,71,5
17823,Robert Martin,33723482,30,71,11,3,2,5,3,0,7,66,84,52,1
17824,Diane Navarro,32970143,5,59,35,8,4,9,2,2,5,76,63,84,3
17825,James Busby,77660787,14,51,36,7,4,8,3,4,7,78,80,62,3
17826,Mary Thorson,54476189,31,65,2,0,0,1,0,6,0,,72,67,1
17827,Janet Shiro,6238880,64,27,24,4,5,4,1,5,2,69,50,55,0
17828,Eduardo Campbell,90314150,28,112,49,6,6,0,5,5,5,41,86,72,2
17829,Elizabeth Winter,43210538,57,75,17,5,1,4,4,5,0,56,57,54,1
17830,Bruce Montondo,13715387,0,41,85,3,3,3,0,4,1,68,56,36,2
17831,William King,30663621,35,60,55,3,5,3,5,1,3,65,59,92,5
17832,Erin Nelson,49062479,47,12,38,6,2,4,2,2,4,56,54,82,5
17833,Ellen Flores,97931000,79,47,0,5,6,2,6,3,2,54,50,49,3
17834,Thomas Quiroz,95628646,58,56,32,3,2,2,5,6,2,52,59,80,3
17835,Karen Johnson,76374596,29,8,34,2,1,6,3,4,3,74,84,79,4
17836,Ivan Markham,62267692,0,57,41,,5,7,5,3,7,69,93,50,3
17837,Cortez Romero,68978881,0,124,39,5,7,4,6,5,4,63,70,57,2
17838,Tawana Delk,32772147,28,66,12,5,4,2,0,6,1,95,55,45,0
17839,Stephen Wright,4371421,36,15,19,4,5,4,2,5,3,79,68,70,0
17840,Betty Cornell,84929464,61,36,37,2,4,2,5,9,3,55,46,42,5
17841,James Coll,61471692,39,46,54,3,2,0,7,5,6,55,86,99,1
17842,Carl Sawyer,41543362,56,40,60,3,4,3,4,6,5,60,71,78,1
17843,Michael Mcclain,20338137,60,108,47,6,3,7,8,7,5,51,54,77,5
17844,Lisa Powell,65772024,54,42,53,4,4,5,3,5,4,53,72,48,2
17845,Elaine Mercier,32738876,27,46,41,4,5,3,3,6,4,44,72,57,2
17846,Zane Slack,65019593,70,41,77,4,4,5,3,6,1,52,27,50,0
17847,Sara Larry,76684266,39,61,63,6,6,1,2,7,1,82,82,90,1
17848,Sanora Coleman,69409203,0,0,37,1,3,4,4,5,2,51,40,57,4
17849,Emilia Wood,87888893,69,86,45,6,5,6,3,3,5,57,45,71,3
17850,Jackie Ramirez,70931223,0,28,35,2,6,4,1,0,8,94,73,62,1
17851,David Towry,36212529,4,59,61,6,3,2,2,8,5,55,83,61,2
17852,Linda Johnson,80511310,36,58,72,4,6,4,2,4,1,62,64,37,2
17853,Ok Gibson,71894916,0,15,43,2,0,5,6,2,2,29,57,48,4
17854,Diedre Roselli,96645309,38,19,16,5,4,4,4,7,5,65,78,68,3
17855,Thelma Webb,99914921,51,34,0,8,3,5,2,3,2,57,81,99,5
17856,Kelly Cordero,22232433,69,35,59,4,6,2,3,8,5,58,36,48,0
17857,Audrey Jones,10544064,33,55,22,6,2,5,3,5,3,58,54,61,5
17858,Theodore Kraft,5352500,4,80,39,5,6,4,5,6,5,71,80,62,2
17859,Roland Williams,35885522,69,49,39,2,4,5,5,5,2,55,63,57,2
17860,Betty Garcia,31038984,31,61,43,4,3,6,5,3,6,72,66,66,3
17861,Kevin Chaney,57188829,65,53,2,3,8,4,0,6,2,74,57,55,0
17862,Gregory Hinkle,45605961,61,53,49,3,2,4,4,6,3,62,73,74,1
17863,Timothy Wong,43991711,29,58,36,6,3,8,4,4,8,74,72,53,3
17864,Joseph Warren,72942348,40,45,34,3,2,4,6,2,8,60,89,87,1
17865,James Faunce,51700528,53,53,21,5,2,5,4,0,3,79,76,67,3
17866,Raymond Carter,47250402,35,48,39,5,6,1,5,6,2,59,64,76,5
17867,Marlo Hays,85939706,47,64,70,2,2,5,2,3,5,67,40,84,5
17868,Kathy Muraoka,9271230,46,62,52,7,2,7,3,6,7,75,57,66,3
17869,David Bell,48723987,11,42,85,5,1,5,0,6,3,65,69,35,2
17870,Matthew Clemons,85823273,38,22,1,8,5,8,4,3,9,77,83,57,3
17871,Mary Mason,81881929,32,47,37,3,2,2,5,6,1,76,75,79,1
17872,Ruth Peters,14618183,19,40,27,3,3,2,0,4,1,78,25,59,5
17873,Jessica Sorensen,22117607,21,39,0,6,6,1,3,5,5,100,86,56,0
17874,Gertrude Schecter,45532618,47,49,79,1,4,5,4,5,5,57,63,71,5
17875,Mark Jones,45474662,42,47,36,3,1,1,0,5,6,17,89,62,2
17876,Matthew Senno,21075387,28,62,0,3,3,2,3,5,2,84,64,65,1
17877,Ray Mcintosh,22104249,60,46,9,0,6,0,3,2,4,63,65,45,0
17878,Henry Colter,68076820,39,53,4,6,4,8,6,3,7,60,70,32,3
17879,Lon Vargason,70939047,40,89,61,5,2,9,2,5,9,68,56,69,3
17880,Charles Reyes,63422744,59,27,74,1,4,1,1,4,1,50,56,61,2
17881,Jamie Rios,54060721,30,14,46,3,0,3,8,3,2,82,90,60,4
17882,Eulalia Guillen,14934957,68,34,51,3,6,3,2,7,1,61,37,55,0
17883,Andrew Ring,11972042,21,41,36,2,3,4,0,5,3,70,55,60,1
17884,Betty Wagner,94211957,61,19,26,8,2,5,5,8,7,82,59,76,3
17885,Timothy Erickson,68022667,40,89,47,4,10,0,4,3,1,51,86,59,2
17886,Hugh Flipp,86801500,40,35,23,4,4,3,4,2,6,82,82,83,3
17887,Beverly Forbush,88177939,59,33,32,5,6,5,4,7,6,72,58,62,0
17888,Leo Caylor,13615349,40,90,0,3,1,0,0,5,2,71,50,57,1
17889,Margaret Roza,32991659,15,100,60,6,7,2,4,4,3,55,78,46,2
17890,Alex Self,43071977,22,62,58,5,3,6,3,5,6,73,79,72,3
17891,Tammy Ruderman,73663787,19,33,61,3,2,7,0,3,3,43,76,80,4
17892,Michelle Washington,41422263,50,42,40,4,4,3,1,4,3,45,71,51,2
17893,Thomas Lee,1224184,36,30,68,4,4,2,4,8,2,75,47,59,0
17894,Carole Polk,87683830,0,74,44,3,1,6,7,0,3,83,79,57,3
17895,Matthew Mendez,53338091,37,40,45,2,2,1,2,5,3,78,64,64,1
17896,Molly Clark,60618672,57,17,26,1,9,4,2,4,3,65,56,63,0
17897,Vern Nattiah,83575220,48,65,14,6,3,8,3,5,4,61,84,84,5
17898,Emma Picciano,51303585,34,80,0,5,2,2,1,4,3,64,59,57,1
17899,Bernard Eady,89569540,44,34,39,4,2,4,2,7,4,70,38,55,0
17900,Robert Dallis,30801714,58,58,11,6,2,7,2,4,4,62,65,89,5
17901,Jesse Robbins,96866135,31,30,42,3,5,2,8,8,0,94,75,77,1
17902,Michael Brown,27908716,61,31,55,3,4,4,1,3,2,62,71,46,2
17903,Billy Acosta,87289482,66,27,24,0,1,1,9,5,9,74,83,64,3
17904,Billy Jackson,16930159,21,28,79,4,2,4,0,6,3,67,73,52,2
17905,Kim Taylor,77153455,21,52,9,3,2,6,4,1,5,68,74,61,1
17906,James Brown,96784786,35,22,0,6,5,5,3,4,5,90,70,65,0
17907,Marion Ellis,26270909,21,53,0,7,4,3,4,6,0,59,54,57,5
17908,Micheal Burke,92516293,61,96,29,6,0,0,1,4,5,44,77,85,1
17909,Leesa Holloman,27425331,52,49,23,6,2,9,2,4,6,41,68,83,5
17910,Matthew Placha,14812668,42,56,41,5,6,4,1,7,1,69,46,63,1
17911,Jennifer Kilian,16814887,37,7,57,2,1,4,6,4,3,99,90,68,4
17912,Wendy Petix,95176166,34,68,62,4,4,6,3,3,,80,53,44,2
17913,Clara Brooks,55005547,56,92,28,3,9,4,9,3,3,86,73,74,2
17914,Rosalie Gierisch,32767409,58,65,42,4,5,2,6,5,1,60,48,58,5
17915,Melanie Norman,97794941,63,20,59,3,3,4,3,2,4,55,44,70,5
17916,Tracy Perkins,3718276,15,83,62,2,0,2,3,5,4,49,58,71,2
17917,Glenn Lewis,40309271,15,33,37,3,3,3,4,5,5,51,63,69,1
17918,Chi Kinsman,14308893,36,46,35,3,6,5,3,4,2,61,75,39,2
17919,Richard Grijalva,29174913,34,62,19,4,7,3,2,8,0,62,75,55,5
17920,Paul Christianson,48374763,38,48,40,6,0,4,7,5,5,74,62,81,3
17921,Will Fortson,36890305,53,77,50,6,3,4,5,5,2,66,43,80,5
17922,Edna Rivas,57184069,25,54,38,4,5,0,4,2,5,80,72,48,0
17923,Katharine Wermers,57708104,17,26,28,2,5,3,2,5,3,54,74,60,2
17924,Paul Plumer,81246198,11,10,64,1,0,6,6,3,2,54,82,56,4
17925,Melanie Deleon,55456982,23,24,43,2,6,5,2,5,2,52,69,38,2
17926,Thomas Castro,93803342,35,9,42,4,3,6,6,5,1,,95,73,4
17927,Harriet Gardner,60482502,19,16,17,7,5,4,2,4,4,75,80,100,3
17928,Angelia May,32227697,21,20,60,4,2,8,3,2,3,75,94,71,4
17929,Christopher Fort,98544821,37,41,33,3,6,5,0,4,3,58,59,93,4
17930,Steven Poland,71852579,26,46,35,3,6,7,2,6,2,65,52,52,1
17931,Elizabeth Ricley,69946863,36,47,38,3,8,3,3,4,1,60,78,48,2
17932,Duane Lewis,13942579,30,75,48,5,1,7,5,3,5,74,51,73,3
17933,Norman Romero,90258250,21,53,31,4,1,4,8,1,3,84,71,62,3
17934,Connie Stickney,40701902,17,21,69,4,2,2,4,3,4,45,52,60,4
17935,Demetrius Walker,79795198,52,45,43,2,6,3,3,4,2,61,64,57,2
17936,Linda Baker,10408749,13,36,4,4,1,6,7,1,6,87,78,73,3
17937,Patricia Hicks,37438473,70,0,39,2,3,6,0,5,2,38,56,38,2
17938,Barton Otten,55231538,13,50,79,2,1,0,2,8,4,59,68,88,2
17939,Bernice Reel,33419211,28,23,43,4,5,6,3,3,2,53,68,76,4
17940,George Charles,42323879,30,51,21,6,3,6,2,5,2,58,76,73,5
17941,William Cook,49216057,52,31,33,1,6,6,5,5,3,66,55,57,2
17942,Margene Jorgensen,36161158,48,53,52,4,5,3,2,6,1,46,72,41,2
17943,William Harris,50419173,72,55,62,3,5,3,3,5,3,54,73,80,4
17944,Roger Oh,29103700,55,18,52,3,1,3,2,5,2,65,42,56,0
17945,Ann Perez,75701563,5,62,28,6,4,8,6,0,4,75,70,52,3
17946,Shelia Crumbley,26976403,50,34,65,0,3,3,6,6,3,85,59,97,2
17947,William Greenwald,52639908,74,82,57,6,0,2,6,7,0,46,82,89,1
17948,Lelia Watters,32226724,35,24,32,3,5,4,0,3,5,65,84,97,4
17949,Benjamin French,46012696,1,58,64,2,2,2,4,7,5,56,61,82,2
17950,Reyna Brady,9755929,60,48,37,5,7,1,3,3,3,67,68,45,0
17951,Gerardo Blackwell,57019223,0,34,22,2,5,3,3,1,5,74,100,77,3
17952,Paul Moore,64706328,41,41,21,4,3,0,1,5,5,74,42,40,0
17953,Mark Ricketts,53965018,43,46,24,5,4,0,6,4,6,81,64,47,0
17954,Thomas Cloud,58178318,20,23,29,2,7,5,0,11,0,82,55,61,1
17955,Oscar Marcum,18832728,28,19,42,2,4,3,5,4,1,69,80,72,0
17956,Jean Mcqueen,67988706,10,78,73,5,1,1,1,5,5,58,72,74,2
17957,Donald Walters,10597485,27,73,0,4,4,3,0,6,2,66,58,58,1
17958,Michael Miller,2913502,12,16,20,2,2,4,3,4,3,55,61,79,4
17959,Moses Patterson,31810647,56,28,34,5,5,5,1,3,0,59,68,59,5
17960,Cassandra Scott,44155096,53,46,31,4,9,2,2,4,0,53,86,38,2
17961,Donna Carrier,10626099,29,78,53,6,5,6,5,4,5,83,70,58,2
17962,Katrina Robidoux,4136673,41,25,26,3,4,1,4,3,5,73,75,83,4
17963,Michael Spragg,4365777,36,37,35,1,1,6,4,4,5,59,64,65,1
17964,Leota Delgado,42364620,30,17,51,3,2,5,2,3,4,67,76,79,4
17965,Daniel Worthington,3024196,9,10,57,3,5,3,0,7,5,23,91,29,2
17966,Willie Walker,77822087,37,26,45,3,6,4,3,7,2,79,68,64,2
17967,Nora Lauffer,30970386,0,0,46,1,6,3,3,5,5,85,69,65,1
17968,George Preston,89886387,31,46,34,4,3,4,6,6,6,59,76,75,3
17969,Julianna Benzing,70928191,16,35,30,6,4,2,5,0,0,76,76,100,3
17970,Henry Lomasney,63816280,61,35,33,4,3,5,4,6,7,59,83,61,3
17971,Holly Jelinek,63122013,0,70,53,2,5,1,4,5,4,80,75,90,2
17972,Claudia Davis,99706634,29,68,38,4,2,6,1,3,4,62,54,81,5
17973,Lois Murphy,77785010,34,44,21,5,4,2,4,3,5,73,65,49,0
17974,William Drake,97609169,2,47,17,2,5,0,2,6,5,100,60,48,0
17975,Henry Wyckoff,2534414,5,33,25,4,1,2,0,8,2,95,55,56,0
17976,Kristin Bray,72550914,41,78,59,1,0,7,5,3,9,73,78,,3
17977,Lenore Mills,20867576,124,0,55,2,5,8,3,5,0,29,32,71,0
17978,Tamara Nix,10188373,60,17,45,0,5,4,5,6,2,85,94,78,4
17979,Martha Flynn,45880303,36,58,35,5,3,7,0,3,5,79,77,78,3
17980,Michelle Harris,5767934,44,28,17,9,3,10,2,4,10,92,67,72,3
17981,Sharon Benton,97569022,24,36,48,4,4,4,7,2,5,83,100,82,1
17982,Mercedes Flinn,23670583,111,40,83,7,1,7,7,2,7,38,47,93,5
17983,John Wilson,48082300,0,0,65,5,1,8,0,0,5,82,80,78,4
17984,Mark Robinson,75778838,40,21,66,3,3,4,3,3,4,67,92,82,4
17985,Chad Westbrook,3964047,52,52,36,5,4,3,3,4,0,72,53,56,5
